image_id,varroa_present,confidence,bbox_count
bee_0411.jpg,1,0.870,4
bee_0412.jpg,1,0.956,2
bee_0413.jpg,1,0.824,4
bee_0414.jpg,0,0.897,0
bee_0415.jpg,0,0.851,0
bee_0416.jpg,0,0.955,0
bee_0417.jpg,0,0.916,0
bee_0418.jpg,1,0.696,4
bee_0419.jpg,0,0.687,0
bee_0420.jpg,0,0.956,0
bee_0421.jpg,0,0.833,0
bee_0422.jpg,1,0.775,3
bee_0423.jpg,0,0.873,0
bee_0424.jpg,1,0.710,2
bee_0425.jpg,0,0.915,0
bee_0426.jpg,0,0.806,0
bee_0427.jpg,0,0.940,0
bee_0428.jpg,1,0.851,1
bee_0429.jpg,0,0.701,0
bee_0430.jpg,0,0.977,0
bee_0431.jpg,1,0.757,1
bee_0432.jpg,0,0.899,0
bee_0433.jpg,1,0.700,4
bee_0434.jpg,0,0.763,0
bee_0435.jpg,1,0.888,2
bee_0436.jpg,0,0.872,0
bee_0437.jpg,0,0.966,0
bee_0438.jpg,0,0.911,0
bee_0439.jpg,0,0.726,0
bee_0440.jpg,1,0.937,3
bee_0441.jpg,0,0.959,0
bee_0442.jpg,0,0.972,0
bee_0443.jpg,0,0.951,0
bee_0444.jpg,0,0.871,0
bee_0445.jpg,1,0.910,4
bee_0446.jpg,0,0.853,0
bee_0447.jpg,0,0.725,0
bee_0448.jpg,0,0.918,0
bee_0449.jpg,0,0.689,0
bee_0450.jpg,0,0.768,0
bee_0451.jpg,0,0.734,0
bee_0452.jpg,0,0.667,0
bee_0453.jpg,1,0.912,4
bee_0454.jpg,0,0.784,0
bee_0455.jpg,0,0.806,0
bee_0456.jpg,0,0.796,0
bee_0457.jpg,0,0.869,0
bee_0458.jpg,1,0.669,1
bee_0459.jpg,0,0.795,0
bee_0460.jpg,0,0.701,0
bee_0461.jpg,0,0.979,0
bee_0462.jpg,0,0.623,0
bee_0463.jpg,0,0.962,0
bee_0464.jpg,0,0.623,0
bee_0465.jpg,0,0.643,0
bee_0466.jpg,0,0.953,0
bee_0467.jpg,0,0.853,0
bee_0468.jpg,1,0.727,1
bee_0469.jpg,1,0.829,1
bee_0470.jpg,0,0.665,0
bee_0471.jpg,0,0.625,0
bee_0472.jpg,1,0.619,1
bee_0473.jpg,0,0.705,0
bee_0474.jpg,0,0.670,0
bee_0475.jpg,0,0.757,0
bee_0476.jpg,1,0.942,1
bee_0477.jpg,0,0.748,0
bee_0478.jpg,0,0.755,0
bee_0479.jpg,0,0.647,0
bee_0480.jpg,0,0.986,0
bee_0481.jpg,1,0.657,1
bee_0482.jpg,0,0.732,0
bee_0483.jpg,1,0.969,3
bee_0484.jpg,0,0.777,0
bee_0485.jpg,1,0.732,2
bee_0486.jpg,0,0.879,0
bee_0487.jpg,1,0.613,3
bee_0488.jpg,0,0.725,0
bee_0489.jpg,0,0.826,0
bee_0490.jpg,0,0.986,0
bee_0491.jpg,0,0.977,0
bee_0492.jpg,1,0.844,3
bee_0493.jpg,0,0.733,0
bee_0494.jpg,0,0.815,0
bee_0495.jpg,1,0.964,2
bee_0496.jpg,0,0.860,0
bee_0497.jpg,1,0.658,4
bee_0498.jpg,0,0.979,0
bee_0499.jpg,1,0.952,4
bee_0500.jpg,1,0.685,2
bee_0501.jpg,1,0.856,3
bee_0502.jpg,0,0.943,0
bee_0503.jpg,0,0.686,0
bee_0504.jpg,0,0.960,0
bee_0505.jpg,0,0.670,0
bee_0506.jpg,0,0.739,0
bee_0507.jpg,0,0.968,0
bee_0508.jpg,1,0.969,3
bee_0509.jpg,0,0.609,0
bee_0510.jpg,0,0.938,0
bee_0511.jpg,0,0.871,0
bee_0512.jpg,0,0.940,0
bee_0513.jpg,1,0.780,1
bee_0514.jpg,0,0.983,0
bee_0515.jpg,0,0.892,0
bee_0516.jpg,1,0.896,4
bee_0517.jpg,0,0.767,0
bee_0518.jpg,0,0.753,0
bee_0519.jpg,0,0.680,0
bee_0520.jpg,1,0.623,1
bee_0521.jpg,0,0.952,0
bee_0522.jpg,1,0.830,4
bee_0523.jpg,0,0.818,0
bee_0524.jpg,0,0.732,0
bee_0525.jpg,0,0.888,0
bee_0526.jpg,1,0.759,1
bee_0527.jpg,1,0.916,1
bee_0528.jpg,0,0.631,0
bee_0529.jpg,0,0.696,0
bee_0530.jpg,1,0.711,2
bee_0531.jpg,1,0.609,4
bee_0532.jpg,0,0.859,0
bee_0533.jpg,1,0.874,4
bee_0534.jpg,1,0.761,4
bee_0535.jpg,0,0.910,0
bee_0536.jpg,1,0.972,1
bee_0537.jpg,1,0.887,4
bee_0538.jpg,0,0.863,0
bee_0539.jpg,0,0.775,0
bee_0540.jpg,0,0.816,0
bee_0541.jpg,1,0.712,4
bee_0542.jpg,1,0.695,2
bee_0543.jpg,1,0.610,3
bee_0544.jpg,0,0.788,0
bee_0545.jpg,0,0.688,0
bee_0546.jpg,1,0.782,1
bee_0547.jpg,0,0.917,0
bee_0548.jpg,0,0.743,0
bee_0549.jpg,1,0.726,1
bee_0550.jpg,0,0.774,0
bee_0551.jpg,0,0.793,0
bee_0552.jpg,0,0.706,0
bee_0553.jpg,0,0.834,0
bee_0554.jpg,1,0.611,3
bee_0555.jpg,1,0.790,1
bee_0556.jpg,1,0.853,3
bee_0557.jpg,1,0.782,3
bee_0558.jpg,1,0.982,4
bee_0559.jpg,0,0.660,0
bee_0560.jpg,0,0.777,0
bee_0561.jpg,0,0.714,0
bee_0562.jpg,1,0.952,4
bee_0563.jpg,1,0.670,1
bee_0564.jpg,0,0.803,0
bee_0565.jpg,0,0.765,0
bee_0566.jpg,0,0.958,0
bee_0567.jpg,1,0.817,4
bee_0568.jpg,0,0.782,0
bee_0569.jpg,0,0.829,0
bee_0570.jpg,1,0.877,3
bee_0571.jpg,0,0.612,0
bee_0572.jpg,0,0.696,0
bee_0573.jpg,0,0.692,0
bee_0574.jpg,0,0.762,0
bee_0575.jpg,1,0.825,4
bee_0576.jpg,1,0.957,4
bee_0577.jpg,0,0.821,0
bee_0578.jpg,0,0.671,0
bee_0579.jpg,1,0.805,2
bee_0580.jpg,1,0.767,1
bee_0581.jpg,0,0.852,0
bee_0582.jpg,0,0.848,0
bee_0583.jpg,1,0.857,1
bee_0584.jpg,0,0.989,0
bee_0585.jpg,1,0.611,4
bee_0586.jpg,1,0.897,1
bee_0587.jpg,1,0.933,1
bee_0588.jpg,0,0.696,0
bee_0589.jpg,0,0.895,0
bee_0590.jpg,0,0.641,0
bee_0591.jpg,0,0.812,0
bee_0592.jpg,1,0.726,4
bee_0593.jpg,0,0.689,0
bee_0594.jpg,1,0.852,4
bee_0595.jpg,0,0.757,0
bee_0596.jpg,1,0.665,4
bee_0597.jpg,1,0.837,4
bee_0598.jpg,0,0.798,0
bee_0599.jpg,0,0.616,0
bee_0600.jpg,0,0.920,0
bee_0601.jpg,0,0.985,0
bee_0602.jpg,0,0.733,0
bee_0603.jpg,1,0.985,2
bee_0604.jpg,0,0.988,0
bee_0605.jpg,1,0.781,1
bee_0606.jpg,0,0.959,0
bee_0607.jpg,1,0.905,1
bee_0608.jpg,0,0.925,0
bee_0609.jpg,0,0.648,0
bee_0610.jpg,1,0.904,1
bee_0611.jpg,0,0.692,0
bee_0612.jpg,0,0.892,0
bee_0613.jpg,1,0.692,2
bee_0614.jpg,0,0.906,0
bee_0615.jpg,0,0.949,0
bee_0616.jpg,0,0.796,0
bee_0617.jpg,1,0.769,2
bee_0618.jpg,0,0.657,0
bee_0619.jpg,0,0.692,0
bee_0620.jpg,0,0.987,0
bee_0621.jpg,1,0.885,3
bee_0622.jpg,0,0.900,0
bee_0623.jpg,1,0.917,1
bee_0624.jpg,0,0.828,0
bee_0625.jpg,0,0.772,0
bee_0626.jpg,0,0.736,0
bee_0627.jpg,1,0.611,2
bee_0628.jpg,1,0.916,1
bee_0629.jpg,1,0.937,1
bee_0630.jpg,0,0.734,0
bee_0631.jpg,1,0.801,3
bee_0632.jpg,0,0.825,0
bee_0633.jpg,0,0.856,0
bee_0634.jpg,0,0.853,0
bee_0635.jpg,1,0.677,1
bee_0636.jpg,1,0.868,3
bee_0637.jpg,0,0.893,0
bee_0638.jpg,1,0.607,4
bee_0639.jpg,0,0.841,0
bee_0640.jpg,0,0.763,0
bee_0641.jpg,0,0.945,0
bee_0642.jpg,1,0.968,3
bee_0643.jpg,0,0.828,0
bee_0644.jpg,0,0.756,0
bee_0645.jpg,1,0.966,1
bee_0646.jpg,0,0.705,0
bee_0647.jpg,1,0.792,2
bee_0648.jpg,1,0.738,3
bee_0649.jpg,0,0.660,0
bee_0650.jpg,0,0.949,0
bee_0651.jpg,1,0.698,4
bee_0652.jpg,0,0.910,0
bee_0653.jpg,1,0.894,3
bee_0654.jpg,1,0.860,1
bee_0655.jpg,0,0.643,0
bee_0656.jpg,0,0.756,0
bee_0657.jpg,0,0.961,0
bee_0658.jpg,0,0.743,0
bee_0659.jpg,0,0.608,0
bee_0660.jpg,0,0.883,0
bee_0661.jpg,0,0.868,0
bee_0662.jpg,0,0.826,0
bee_0663.jpg,0,0.742,0
bee_0664.jpg,0,0.726,0
bee_0665.jpg,0,0.690,0
bee_0666.jpg,0,0.831,0
bee_0667.jpg,0,0.988,0
bee_0668.jpg,0,0.906,0
bee_0669.jpg,1,0.855,1
bee_0670.jpg,0,0.822,0
bee_0671.jpg,0,0.875,0
bee_0672.jpg,0,0.796,0
bee_0673.jpg,1,0.930,4
bee_0674.jpg,1,0.827,4
bee_0675.jpg,0,0.697,0
bee_0676.jpg,0,0.820,0
bee_0677.jpg,1,0.696,2
bee_0678.jpg,0,0.809,0
bee_0679.jpg,0,0.914,0
bee_0680.jpg,1,0.884,2
bee_0681.jpg,0,0.705,0
bee_0682.jpg,0,0.884,0
bee_0683.jpg,0,0.648,0
bee_0684.jpg,0,0.852,0
bee_0685.jpg,0,0.723,0
bee_0686.jpg,0,0.841,0
bee_0687.jpg,0,0.936,0
bee_0688.jpg,0,0.652,0
bee_0689.jpg,0,0.872,0
bee_0690.jpg,0,0.866,0
bee_0691.jpg,0,0.895,0
bee_0692.jpg,0,0.978,0
bee_0693.jpg,0,0.788,0
bee_0694.jpg,0,0.653,0
bee_0695.jpg,0,0.871,0
bee_0696.jpg,1,0.813,2
bee_0697.jpg,0,0.917,0
bee_0698.jpg,0,0.909,0
bee_0699.jpg,0,0.886,0
bee_0700.jpg,0,0.755,0
bee_0701.jpg,0,0.786,0
bee_0702.jpg,0,0.957,0
bee_0703.jpg,0,0.770,0
bee_0704.jpg,1,0.829,1
bee_0705.jpg,0,0.867,0
bee_0706.jpg,1,0.645,2
bee_0707.jpg,0,0.900,0
bee_0708.jpg,1,0.606,4
bee_0709.jpg,0,0.983,0
bee_0710.jpg,1,0.822,4
bee_0711.jpg,0,0.666,0
bee_0712.jpg,1,0.906,4
bee_0713.jpg,0,0.929,0
bee_0714.jpg,1,0.680,1
bee_0715.jpg,0,0.616,0
bee_0716.jpg,0,0.805,0
bee_0717.jpg,1,0.850,4
bee_0718.jpg,0,0.666,0
bee_0719.jpg,0,0.819,0
bee_0720.jpg,0,0.805,0
bee_0721.jpg,0,0.937,0
bee_0722.jpg,0,0.918,0
bee_0723.jpg,0,0.651,0
bee_0724.jpg,0,0.876,0
bee_0725.jpg,0,0.796,0
bee_0726.jpg,1,0.782,3
bee_0727.jpg,0,0.663,0
bee_0728.jpg,0,0.892,0
bee_0729.jpg,1,0.939,1
bee_0730.jpg,0,0.680,0
bee_0731.jpg,1,0.611,2
bee_0732.jpg,0,0.838,0
bee_0733.jpg,0,0.983,0
bee_0734.jpg,1,0.865,3
bee_0735.jpg,0,0.699,0
bee_0736.jpg,1,0.940,3
bee_0737.jpg,1,0.810,2
bee_0738.jpg,0,0.799,0
bee_0739.jpg,0,0.622,0
bee_0740.jpg,0,0.624,0
bee_0741.jpg,1,0.826,4
bee_0742.jpg,0,0.915,0
bee_0743.jpg,0,0.894,0
bee_0744.jpg,1,0.967,4
bee_0745.jpg,1,0.796,2
bee_0746.jpg,1,0.842,3
bee_0747.jpg,0,0.845,0
bee_0748.jpg,0,0.748,0
bee_0749.jpg,1,0.601,2
bee_0750.jpg,0,0.927,0
bee_0751.jpg,1,0.626,2
bee_0752.jpg,0,0.974,0
bee_0753.jpg,0,0.929,0
bee_0754.jpg,1,0.640,1
bee_0755.jpg,1,0.648,2
bee_0756.jpg,1,0.887,1
bee_0757.jpg,1,0.812,4
bee_0758.jpg,0,0.853,0
bee_0759.jpg,0,0.713,0
bee_0760.jpg,0,0.945,0
bee_0761.jpg,0,0.812,0
bee_0762.jpg,1,0.821,4
bee_0763.jpg,0,0.986,0
bee_0764.jpg,0,0.901,0
bee_0765.jpg,0,0.869,0
bee_0766.jpg,1,0.938,2
bee_0767.jpg,0,0.986,0
bee_0768.jpg,0,0.917,0
bee_0769.jpg,1,0.914,4
bee_0770.jpg,1,0.675,1
bee_0771.jpg,0,0.941,0
bee_0772.jpg,0,0.944,0
bee_0773.jpg,0,0.833,0
bee_0774.jpg,1,0.854,3
