Promedio Temperatura,Promedio Humedad,Promedio CO2,Promedio TVCO,Suma de Pesos,Nivel de Alerta General
36.32615509806867,69.35437847311564,2880,2101,0.4373906102820479,Alto
30.45181378157298,48.92786950230069,2910,642,0.43702127588699174,Alto
21.850636223372582,84.26953694480667,1779,851,0.789950057724914,Muy Alto
36.537100874828695,44.6166654652964,916,1519,0.16389593333328217,Bajo
29.554438994976543,35.72447099635606,2724,383,0.37510445024561484,Medio
34.6673222013532,80.21252733229277,1063,1318,0.3869479749215031,Alto
36.80072654571327,45.23536213353767,646,787,0.10767074437106774,Bajo
34.88433598987568,64.20221836415755,2592,991,0.3823673514202447,Medio
27.63130857705294,57.42803664225484,2298,951,0.5346303337072108,Alto
23.672553430142354,77.48335141326264,1606,1098,0.7071438451362023,Muy Alto
35.89364591497505,35.9454889847883,2957,1874,0.28308242626976965,Medio
23.99973640374304,62.64552830065098,2413,1519,0.6965537251673031,Muy Alto
23.17697778351974,75.38549225041726,906,112,0.6206619222175542,Alto
33.52494387472913,68.00353884448347,704,295,0.2894039105335669,Medio
35.072581856387615,47.41718539180986,2465,2353,0.35404463113019535,Medio
36.52121744510703,44.67101038214699,2636,1071,0.24894741609010712,Medio
35.9844477686277,57.57140627333196,1222,477,0.21049778144123835,Medio
30.96634256889721,47.1629852800346,944,2050,0.36062134459340317,Medio
31.79316986677393,55.474829669480556,1276,1285,0.3608832549534645,Medio
35.49250274819873,71.27663468327341,1877,537,0.3333607824581736,Medio
23.747597658149036,36.83183631179222,1898,2157,0.5786989075687746,Alto
24.29238473916608,54.31464023461204,1080,941,0.5385276813958376,Alto
35.85421168972045,81.55924474251339,515,1736,0.3462409677782923,Medio
28.58431431082117,35.76648116637815,2511,542,0.3972221625419449,Alto
36.85300277329391,65.94813629912065,978,1961,0.28239879493553477,Medio
33.09731421262266,81.08760600894337,2801,393,0.4980318360521344,Alto
26.761555131572862,50.49961172135638,2116,2446,0.5864916384298651,Alto
34.44996693962339,44.829435318574966,2634,1520,0.3296191460755402,Medio
32.75669469836363,69.11291069532881,416,2422,0.40079355994486754,Alto
21.347959429924163,45.267375815139,2873,2356,0.7564959883347179,Muy Alto
33.679455307581996,67.85725150120334,2454,1525,0.45107136322699026,Alto
28.13453294219918,61.960198710424045,2098,1572,0.5596763313696604,Alto
21.849320485887283,51.93416588234674,1730,2051,0.6893620422446008,Muy Alto
31.079686922356604,78.6605940044456,2700,1815,0.6053910937756138,Alto
20.67947850408646,52.691235432310066,880,1063,0.6262951162040498,Muy Alto
28.848177221410765,84.13551102014358,2933,1615,0.6994164897220142,Muy Alto
22.62331940285303,68.42944582779225,845,503,0.6179197604539324,Alto
21.73840289953623,83.05565076556269,2484,2365,0.9033489603574788,Muy Alto
23.499174156200446,66.41190700051496,2191,725,0.6769923267486673,Muy Alto
30.956041085277228,72.71858310560417,2189,102,0.46669046419138016,Alto
23.25474829990575,65.94585475430625,1715,1453,0.6873084042169963,Muy Alto
33.51691867298187,83.02624543578273,1727,672,0.4427893422573368,Alto
26.94528737269922,84.4824208964021,1055,1885,0.6522010809106796,Muy Alto
35.965689049868885,74.11934512560674,2692,2227,0.4649190843351212,Alto
21.836431107702264,51.02496695290498,1321,457,0.5836805919980971,Alto
26.3703186272622,63.67378560177298,1498,2496,0.6251435815938672,Muy Alto
23.967752118108315,76.87334155470468,2249,232,0.6938820068064925,Muy Alto
35.75319092273146,78.35126650745458,2205,1413,0.42219102331793434,Alto
34.87215805380735,36.53247693425926,1798,384,0.17189890170182975,Bajo
22.51847044619027,79.41415361447875,1416,263,0.6972252604977908,Muy Alto
29.663730763300144,70.32441239566126,2056,1757,0.5629425914313329,Alto
31.802679460694264,76.88073548594954,931,2392,0.49526832746046634,Alto
27.40849340030066,58.04036609169857,1424,48,0.4467321517294014,Alto
21.32306305778678,47.14407998422001,1819,200,0.5978575862745298,Alto
26.958224068257348,47.357427166792974,1095,1440,0.45473737806610015,Alto
27.59200666596322,70.99240935266087,2529,1512,0.6419924083515482,Muy Alto
36.5314555168372,70.67657960055813,609,1265,0.2580586118335201,Medio
27.029264723541342,64.70851948202794,883,1464,0.5241226135368202,Alto
26.288389271318565,83.307142470136,1673,2319,0.7239702247931784,Muy Alto
21.30315599719231,70.41665783913399,461,1029,0.6663508109197888,Muy Alto
28.951237290890745,61.24963536960347,986,1851,0.4781669706104847,Alto
29.585736396205796,69.47211343356875,1732,1369,0.522491288769256,Alto
23.696014197015142,38.52420169888888,2014,2296,0.6020891971620219,Alto
22.00174869341562,55.96575448647319,2544,209,0.6660861199653272,Muy Alto
28.338783221517808,46.883278162395456,554,2363,0.42449266141356545,Alto
25.62632009344557,42.78024586458104,2992,448,0.5394960698192182,Alto
33.10719901527866,69.35839184003001,2754,1386,0.48622420003875566,Alto
31.45155636394435,46.50576222542201,2366,117,0.33849021202585944,Medio
20.89825668963474,62.12562194827996,736,1936,0.698445366603686,Muy Alto
34.57783896923863,58.271545407300444,950,629,0.2441320009050465,Medio
22.972785632121834,57.19617833634955,1251,762,0.5915494101120331,Alto
28.487145634664657,44.06444492141944,1508,1125,0.4060568977933678,Alto
35.66099515663264,63.30229710397094,2701,2331,0.42714622167649197,Alto
23.264892357052744,36.74065942821564,2652,1321,0.5981625846762083,Alto
23.81218850807975,45.733269413317245,2596,1816,0.6461878909648385,Muy Alto
24.361023166505458,46.34142632229189,778,162,0.44234161304838543,Alto
29.807266010880426,46.187816529113945,810,2293,0.39208524826330415,Alto
23.359101842103822,58.2250236107777,2957,922,0.6982447310026476,Muy Alto
31.3403569703325,35.49268042109908,2561,1979,0.39014316694944384,Alto
36.2423516063606,47.96538638875208,1675,944,0.2073998183597197,Medio
32.98961448031344,82.73640292619828,2400,802,0.5039420717961777,Alto
24.543582566161692,78.30600344528605,2150,2305,0.7779117341262917,Muy Alto
24.802342615109545,35.57579369153037,882,1335,0.44090979198955593,Alto
29.028788057210313,82.02714967130527,1536,1834,0.6087395244087253,Alto
34.457651948366355,73.32894338421124,995,1689,0.3734502578469015,Medio
26.380715140843915,38.732832715686335,1839,1127,0.4604060745064888,Alto
34.79571536441506,74.56950863879209,2088,2288,0.4658731895478763,Alto
23.083000555886922,81.27006788251319,719,2153,0.7380216676064958,Muy Alto
26.729452907992652,43.40262042293928,684,1322,0.4112574189990038,Alto
30.902950544108975,35.237154716929815,2963,279,0.34440540420126303,Medio
20.834481372093972,48.86283868956137,1405,2303,0.6953699525792775,Muy Alto
28.40555135907593,73.74416638052574,698,811,0.48590524532048823,Alto
26.349960372353706,77.35562994793062,2353,408,0.6437826403858717,Muy Alto
27.092444799917793,35.94469518850787,1869,315,0.38979727196598246,Alto
25.97038625498531,47.31813282921811,1552,1800,0.527843733367087,Alto
27.8436700221482,46.654823469999116,2120,260,0.43280097646502397,Alto
29.65202777103071,66.95588969490028,1531,259,0.4428924275887719,Alto
34.08309459629959,46.04093418894729,1749,477,0.24126755070916675,Medio
30.25107145385794,35.26890194487808,1738,223,0.28489117335318154,Medio
31.729232858100993,58.67643535032137,1735,1609,0.42185439631253707,Alto
36.10237126155216,62.01682897855547,718,148,0.18169882130482434,Bajo
32.05831003278059,40.701865911657016,2341,2196,0.39175317988477326,Alto
33.46552981577534,65.93745760209897,732,1642,0.3475433709224817,Medio
26.676700307983022,68.22298777583848,1879,424,0.562319129008124,Alto
27.00629621427711,61.990446491071665,730,682,0.4647730011793649,Alto
35.39384147113057,36.62747038394409,2535,1463,0.2547708316897427,Medio
22.284835622506623,45.57092401744795,2595,959,0.6473363525487215,Muy Alto
34.29737835229376,35.350387784765566,600,1050,0.14069887078627255,Bajo
24.255908024655785,56.7599303456483,2004,2271,0.6719965431529937,Muy Alto
24.67377769741894,47.676536686053275,2081,705,0.5461680420120865,Alto
21.157267272311895,38.247256266165934,1139,567,0.535603971348066,Alto
28.256873756096283,76.2497241770012,1120,1977,0.5840671093616383,Alto
27.2414785589835,43.878806310739805,448,606,0.3501948394858631,Medio
27.02589166299775,40.11478542136286,817,2196,0.4372423909406143,Alto
30.294460740370468,54.95973488114535,1838,2045,0.4717919083348745,Alto
31.61500639160743,57.806619819577676,2600,38,0.3987272688732019,Alto
32.27317287094239,35.77128666770829,1180,2403,0.30050953023721466,Medio
22.39950013494007,74.28069745902563,1235,1220,0.7107413711425716,Muy Alto
30.31291970173923,81.61910560336267,2024,84,0.5165538474443183,Alto
28.57714282208714,62.5239342478346,1205,1083,0.4714591956573719,Alto
35.53945734298969,80.70185310696957,1048,1251,0.36053266948243273,Medio
33.88794155759769,62.3014266879438,858,1525,0.32030134891928136,Medio
36.921342446129216,48.94949812374325,1406,234,0.14231820246977614,Bajo
32.0381984916247,78.29606451383137,1266,2291,0.5111793423010598,Alto
20.676311314886807,70.89211722431816,1327,967,0.7366484676319595,Muy Alto
20.068920713735405,60.47068247352509,2768,2167,0.85005235617288,Muy Alto
25.224377941312444,42.87620427148454,433,1539,0.4461967019791907,Alto
20.828051704031797,72.51041097665669,2628,1969,0.8682893815876879,Muy Alto
23.29338387704557,40.2643071096245,2675,891,0.5950470117154992,Alto
32.409657721180054,76.09469930195814,2095,121,0.43697991330024283,Alto
33.13167412185184,37.66661021851852,1617,281,0.2104033556536153,Medio
25.4387975464948,50.243438784196016,2410,1919,0.6154067654848306,Alto
20.33464445377128,37.18975082999442,2670,1275,0.6819543270992096,Muy Alto
33.94102963449878,65.4582706642787,1063,71,0.276778627155631,Medio
25.154434675074455,83.5944005489635,947,1627,0.6794736820356375,Muy Alto
29.602223842753293,61.98923271931439,643,16,0.3541485488229328,Medio
21.130650097792135,39.71113813691375,947,1614,0.5818227634634172,Alto
29.041735562627473,79.71997139826126,803,459,0.4861917997668783,Alto
26.792758919430426,35.508101552863145,448,935,0.3384771876472007,Medio
21.393734137106247,42.08301258750912,1779,87,0.5636835055985823,Alto
26.959387915102628,72.5264825283302,2646,1302,0.6643381360896483,Muy Alto
30.539553567997462,77.73355664003232,1597,594,0.4897072154725887,Alto
33.84477660132293,46.445178938151805,434,778,0.18346182726396545,Bajo
26.044375582294137,77.36755440796784,807,2482,0.6568816926808003,Muy Alto
28.264684301747184,56.869587529870856,2183,953,0.5070853050171248,Alto
29.336099733305154,55.171956266655066,1909,1078,0.4578234066599255,Alto
32.33899907786724,36.937684936275566,832,1078,0.2192342349977806,Medio
23.13911799195105,73.90083475113222,2742,1113,0.775637163955776,Muy Alto
21.070386835605944,36.74799082689225,1230,1143,0.5641085919230144,Alto
22.64768833596753,41.847611095253626,2379,1581,0.635782889743926,Muy Alto
31.92447684712991,84.66628729936022,1162,2248,0.536503375751451,Alto
31.50366253573258,61.287907426990486,628,1981,0.3904914297537566,Alto
21.033388210370198,74.5227824525397,2892,2263,0.9025091818685254,Muy Alto
25.40576507302663,36.76662591728312,2903,1872,0.5797332068659176,Alto
23.454399649770767,63.083831485033585,2042,1447,0.6877685548631405,Muy Alto
27.103368589160063,50.45365429077839,1218,2214,0.5102223007932079,Alto
34.4926369904559,43.56299875794181,1332,803,0.20779637222615321,Medio
26.488564655137772,49.03777765257311,1245,996,0.4639828012931668,Alto
34.16042881717697,65.36499868846835,2432,557,0.377710275065805,Medio
21.33767171219076,49.248012659530886,1149,739,0.5921852142314932,Alto
22.098846881824855,52.83042663333688,2638,1324,0.7075995657468628,Muy Alto
21.981850861941552,82.64922021077061,2144,470,0.7826411919505438,Muy Alto
26.203204902661327,77.7478306581374,1176,1397,0.6248501184142329,Muy Alto
21.235616468492594,72.58207374008998,2927,1498,0.8529176518556274,Muy Alto
23.01032214565131,50.544011438538554,2806,1267,0.6784914621951924,Muy Alto
28.090875085036778,43.595020114412506,2150,816,0.4396681665463316,Alto
33.5956539564335,79.30051326746974,2301,1348,0.4904537908868183,Alto
31.616093535015835,63.45559229997204,2044,2449,0.5073242563498259,Alto
22.523830582770785,49.65842732135698,1870,31,0.5710488907964063,Alto
33.27633383548775,64.82524186074654,2965,2394,0.5210581241286715,Alto
26.50782024570284,37.06175995172233,1711,1766,0.4715911521429925,Alto
20.034147423337934,62.4627305583656,1095,1396,0.7206341749080792,Muy Alto
20.847417742615814,41.77508607966717,1872,1016,0.6279459393637478,Muy Alto
29.97109069098984,50.50934673210367,1468,668,0.3706952629033438,Medio
34.018957860892996,58.06565413357552,2284,629,0.34101620295441004,Medio
23.02735785302162,38.93271729519453,2090,2449,0.6349507036374997,Muy Alto
22.271765815811914,49.13454556658828,2236,980,0.6437264581283733,Muy Alto
29.016889108462372,51.674960203445465,977,2216,0.44732098528058706,Alto
33.64371128096137,41.66401919081873,1284,342,0.1975690912417265,Medio
34.85261696563812,38.16125819788379,685,1952,0.1870404924467568,Bajo
20.209794893428914,83.37038044668523,2096,4,0.810815436392974,Muy Alto
36.032338980360834,69.44242821218859,666,903,0.25235907968343013,Medio
20.41007437016881,37.435700185238105,1894,1558,0.6468352519757792,Muy Alto
25.25140951929088,55.407436321578174,891,381,0.4781839866495703,Alto
33.15782993606038,56.53232653500601,2920,1596,0.4435248922503059,Alto
35.22949471464604,39.076413237581406,1349,811,0.1668855210092085,Bajo
23.118449178039597,83.74639525988829,1694,351,0.7224111367453502,Muy Alto
36.96421748458786,83.62990772520718,811,2480,0.37876619462023303,Medio
23.434885745296214,51.04659067692387,2892,2177,0.7178884721241288,Muy Alto
21.50179214675843,47.14801845909213,2086,1877,0.6897567917901916,Muy Alto
32.33459292224539,82.10857785098739,1048,2262,0.5063032377806163,Alto
25.10392534805576,45.29342967807759,1044,1703,0.5066723983286732,Alto
22.1819506317847,39.052388649311794,1697,2236,0.6249868322934543,Muy Alto
30.696568424742004,50.63619491449172,2043,2291,0.4641086723751254,Alto
27.87744762993053,50.8441769400293,1507,1749,0.4857050755077673,Alto
29.642517323292594,74.24683691435891,621,2075,0.5093255045312495,Alto
20.099080316745667,42.810890363213375,1936,430,0.6298577887819176,Muy Alto
21.89370059417448,45.22449093182097,647,640,0.5215283632254611,Alto
29.73060151396193,81.84078028896106,437,663,0.4641902727755993,Alto
33.80407351601057,65.8799404706415,1139,1484,0.3551705615898215,Medio
34.38990663188126,67.10134869631173,1541,2091,0.3983666122810336,Alto
30.144140153285377,84.6465511839274,1075,611,0.5027471264226671,Alto
32.47798386477492,70.46345348270725,1604,2120,0.4737573399921282,Alto
33.07971746675449,61.030479858277666,2787,603,0.411472941362502,Alto
28.511999867427885,43.37747166618551,519,332,0.3031321211345682,Medio
28.38896535731685,43.91600733186901,1201,129,0.34141623867868554,Medio
34.05140580196284,41.883879096365995,1907,725,0.24383550561618528,Medio
33.96295926444421,75.07552628778083,1744,377,0.37891795690473323,Medio
24.697538789319072,71.38152604010293,1846,973,0.6576835510316298,Muy Alto
33.8737968996861,64.55329724092668,428,1527,0.3051441676883881,Medio
24.078916361567934,77.2600463106553,2656,1940,0.7996295883717611,Muy Alto
29.396099485080512,81.03229975331591,442,2055,0.5368780216806114,Alto
21.907699993466395,72.00427894278542,2253,445,0.7391468377523823,Muy Alto
36.69192481430413,79.14411232930371,1437,503,0.308549717274514,Medio
33.69838659535357,61.82137005215,942,328,0.2710624479471242,Medio
27.448562676214756,53.70584828372665,2242,273,0.48593355999908217,Alto
31.179252406802455,57.76812510007591,2848,1160,0.47996367460503714,Alto
32.8194679028897,39.21905232834286,1606,2111,0.3138333891216035,Medio
24.355798171698083,66.56044669202103,2407,780,0.6694505939343885,Muy Alto
34.878676315666254,54.12720252396652,1617,72,0.23005507795324096,Medio
21.904865524976852,79.74782023836701,1146,867,0.7285287910995664,Muy Alto
31.053138168319215,36.35775834293707,2592,572,0.33677694063292185,Medio
28.613116384185084,60.6182656939961,768,803,0.42096395480034454,Alto
35.18134881336948,54.01635234683086,1497,1928,0.302680334724401,Medio
29.59205393529902,60.861573422111775,1361,2016,0.4892075499090963,Alto
21.6079922881093,41.67398857922154,1625,1604,0.6190096253712043,Alto
22.689080157420168,46.160202681999536,2861,242,0.6207041575690645,Alto
24.816841924341837,67.19869703314802,2667,1909,0.7296884896147979,Muy Alto
32.99326954813938,60.32332316382943,402,1955,0.32864624086787564,Medio
29.81051237118868,35.50558173320174,494,1603,0.28815270545865634,Medio
35.02872431907824,73.80261993152084,710,2053,0.3595330473860139,Medio
36.909879504225216,52.29895930823464,1222,272,0.14922019876837084,Bajo
35.5985778344109,38.373220907637204,2182,700,0.19902256584659528,Medio
33.76324740404935,59.42559656404585,400,540,0.23455352504014426,Medio
20.674746840904508,57.062918778660396,872,472,0.6185524884758317,Alto
21.44571266297588,82.56565365438972,1055,393,0.7266667076000322,Muy Alto
22.239383153168163,67.68962383764499,1389,1985,0.7298220909104275,Muy Alto
26.855844467504575,56.247180504478436,1974,1609,0.5625032199181998,Alto
30.693642736784888,58.37565386652916,950,1724,0.4068631445433323,Alto
31.4732205745418,39.16263307545386,2385,985,0.3454647275171974,Medio
30.307005458092284,66.05540148729347,2123,1947,0.5375313657883487,Alto
25.76232267328073,39.726519221603695,695,1053,0.40868426293667626,Alto
24.669599128137826,84.81757568803462,2458,1029,0.7633150123542403,Muy Alto
22.622084251824113,55.62572201079607,1286,790,0.5974112225233936,Alto
30.071713082872428,51.758778287698796,2653,1815,0.5018305084636513,Alto
29.250119848825157,63.96833974994526,1421,751,0.45674694547544314,Alto
26.788101156426222,52.5320002774188,2195,1194,0.5402631071411141,Alto
29.102483615723607,41.11849399664532,2481,2407,0.49595500755441646,Alto
29.995511338737955,51.42070182100027,1584,1458,0.41943870469679745,Alto
35.059985035364264,44.31869739798291,2437,768,0.2617244867832908,Medio
23.754722116218936,39.69575664730784,1310,254,0.4647159486256018,Alto
22.413353459286103,47.57879646779121,1773,616,0.5862967860049214,Alto
23.02597294996528,76.20828597887035,987,1403,0.6958276133873408,Muy Alto
35.00900375250605,72.1660510987139,2678,1435,0.4436780252935654,Alto
33.57948530195269,39.44201155320507,2369,557,0.2658061247577157,Medio
23.342882695075723,76.57598007188972,1968,821,0.7210777359411226,Muy Alto
34.66061391322441,83.52391183740394,2023,2129,0.5010369541113022,Alto
33.84824497731454,65.97670791685476,1510,2196,0.4113946203608904,Alto
36.60777502508887,68.11573465140594,2710,790,0.35010396000749716,Medio
35.70330733213618,47.32337428212908,1540,403,0.1852625415653972,Bajo
24.292216717650334,57.44718742979386,1248,1489,0.5902111136080871,Alto
23.605266012989638,76.80319138066116,1955,2406,0.7900398800703621,Muy Alto
35.71560266317791,78.49570998727566,1966,1197,0.3988699752772482,Alto
23.705020559229254,63.835220497943624,833,1454,0.610234867034516,Alto
32.41603976373299,84.2427615353975,2140,1248,0.532775643941429,Alto
25.63914672694162,79.29430074581028,772,2462,0.6744579848644336,Muy Alto
21.81111762434366,82.35220409914385,2363,1945,0.8703131408708931,Muy Alto
22.200757913477595,74.05786875486798,2496,1634,0.8127553384392023,Muy Alto
26.736379426443847,59.23212226449792,1083,1041,0.49810930170665063,Alto
22.55380398413813,46.784138257556734,1979,2219,0.668137687794544,Muy Alto
29.734208349951047,79.45196324610006,2359,2500,0.6590750339718028,Muy Alto
30.484302513056655,40.01885349546527,1758,2303,0.4021763624729232,Alto
23.014580108141704,52.70018087705073,507,2091,0.5867959275998695,Alto
22.352073523140902,55.04660627367069,2117,199,0.6250257608629441,Muy Alto
28.183418776110642,80.69549699724365,2628,835,0.6454648418631025,Muy Alto
23.977665598450926,64.51466940206731,1169,393,0.5755469319790915,Alto
21.873407044884857,82.82484791024115,1687,1310,0.7987430710547616,Muy Alto
31.784423914220696,80.15452717659801,2730,2054,0.605981670607231,Alto
35.26042177049996,53.008460894984495,653,1731,0.23421534601574573,Medio
25.954439247411326,74.28606939554416,2221,2468,0.7309733281038305,Muy Alto
23.71860667251111,82.93624901343846,1397,1915,0.7583718883121547,Muy Alto
27.316366570293397,66.4282884963164,1010,220,0.47237448433602547,Alto
25.066183775778665,41.24808671193722,1667,818,0.48417885802336713,Alto
27.841278770666094,54.31856874815546,1438,1391,0.4819732407198501,Alto
35.61068601604281,39.0330861335664,2896,2467,0.33060250239990985,Medio
27.262789996215957,47.8220314677763,940,447,0.3911655086182331,Alto
26.55162785565528,77.99741121066862,1266,1049,0.6050447420497209,Alto
34.48818004463451,45.45731588841613,597,1216,0.19160816839779404,Medio
22.81112556799697,58.39051613209182,2340,168,0.640350135604624,Muy Alto
22.268066133451562,38.66045663220967,2028,246,0.5455232928629425,Alto
35.641527253800604,79.97374504205654,2707,605,0.4252400845108498,Alto
20.448900578995783,68.7097350895701,2242,44,0.7445977347062546,Muy Alto
21.06350343914912,42.53682392321981,2558,1429,0.6875404224319506,Muy Alto
21.863974394897827,57.08912115614855,2726,1565,0.7516563778202712,Muy Alto
25.64993813688944,38.67650604435416,1747,88,0.42523587166362353,Alto
36.02729295360287,50.106981674678146,2690,1091,0.2932692585068628,Medio
25.132977006926623,77.7002344371976,2867,397,0.7109013944242402,Muy Alto
25.034222427949317,50.80469950398742,1613,2166,0.5923339605584892,Alto
21.476473232128736,72.63025876854122,2306,2444,0.8535408938153177,Muy Alto
32.5659717956211,74.85549233376464,2044,1366,0.48323968444788173,Alto
31.19607743740874,79.8243962469764,2758,327,0.5398362548839911,Alto
25.619615444400125,49.55580821217152,1726,1364,0.5382683845177139,Alto
29.139775003070053,75.2006320826485,2596,1366,0.6156052601543728,Alto
32.71241751609388,79.94176749977194,1041,528,0.4015717903318202,Alto
32.03399311135805,40.88757744474328,2404,473,0.31450411374891146,Medio
33.893833296244566,46.85583473141955,989,1928,0.27340169101594464,Medio
25.91622305374549,44.72907789154901,2632,1442,0.5662231220451734,Alto
24.765479848421236,48.570419297564996,2721,2002,0.6495100567271874,Muy Alto
31.612452984610197,54.94071596639452,1647,436,0.3455008727293379,Medio
24.91895931766848,69.85922297598505,2053,365,0.6276790841206951,Muy Alto
25.801224763584006,61.31637986850123,2843,718,0.6273217974648955,Muy Alto
23.03953047539006,65.18719522831837,1204,756,0.6248414232206614,Muy Alto
32.69937961681299,56.05054348398613,1494,568,0.31705896705384357,Medio
31.869733800804816,45.24369483238202,1705,2491,0.3939000025392253,Alto
29.675011381672757,36.97792312426589,2663,1346,0.42018677750490163,Alto
34.14963616156487,54.435656739198635,1315,1385,0.29655970597636705,Medio
29.53701092121284,64.89264328686237,2963,333,0.5279114563363596,Alto
34.876800210161214,82.75707589742589,953,729,0.3582059040750381,Medio
27.49873546332662,56.32522474272515,729,240,0.402398231293777,Alto
29.972934119670576,69.73607237101372,1154,396,0.4305524192960496,Alto
31.67080462664622,73.2146805329237,1240,1864,0.4750661730273893,Alto
28.598706205811357,37.18736389810714,2306,2017,0.46182065565090125,Alto
28.02755939832614,79.63742878927096,434,2127,0.5717874652221878,Alto
24.227699806378205,48.72888840942909,2947,1920,0.6754267784295132,Muy Alto
27.78969943820351,72.52274208714084,2884,2473,0.7117302457540684,Muy Alto
29.050351644220754,68.10498124010108,852,611,0.4405079540251662,Alto
29.07486772487295,68.48844660251068,2955,1436,0.6106717536322902,Alto
21.164408335228643,63.880506757869306,1730,2365,0.781115174465706,Muy Alto
31.156688225201567,61.271270575002916,2166,725,0.43456664841948106,Alto
25.485006418839525,49.71475698679272,571,375,0.424283140986566,Alto
21.52572132776599,49.95827144298311,1711,616,0.6189654355722023,Alto
29.660035572595326,58.053458615395144,1535,408,0.40733280962088836,Alto
21.541129076458972,63.23149508748794,1674,2475,0.7691969436728653,Muy Alto
27.55929559089871,72.78480522311324,2925,1271,0.6643207461243013,Muy Alto
24.685834387468486,65.82249332145352,445,673,0.5307152865954504,Alto
26.667384711248413,35.483245532075934,2150,2451,0.5194043179286699,Alto
33.582080982138926,55.23161187993949,441,773,0.23324476268639327,Medio
24.897142642660935,79.53466894291601,1563,1924,0.7194153788436248,Muy Alto
34.37256015378524,54.32633680444745,2856,1716,0.40045941503410853,Alto
32.802441433376316,62.182462078893835,2533,2392,0.4950726571448975,Alto
24.51018124355228,62.85105488156512,1592,53,0.5622366156497648,Alto
21.981899813009704,52.530261845860345,551,398,0.5365820404203987,Alto
36.54803116396923,53.2612260961047,649,331,0.13162643520171893,Bajo
34.52269032328962,73.31733430203892,1854,2083,0.4433316950691205,Alto
26.002733508488,64.52871103834853,1335,808,0.5485713284005204,Alto
20.68357183071875,58.95967419938785,2968,257,0.7460723536969485,Muy Alto
34.859190097591885,42.288417899295375,1801,1091,0.23401418777646685,Medio
30.630285673702154,80.80046044279044,1988,122,0.5032720444968808,Alto
31.86923285484181,76.24186044907009,675,573,0.3872567264713152,Alto
29.416663789065378,80.75624071637806,2060,655,0.5673415299012031,Alto
32.403499842052135,57.96377176087686,520,2331,0.3592822537082935,Medio
