Promedio Temperatura,Promedio Humedad,Promedio CO2,Promedio TVCO,Suma,Alerta predicha
0.09928800243480108,0.05029594618687247,0.052061538461538465,0.11639999999999999,0.318045487083212,Medio
0.27576195289327937,0.18413832297888968,0.14701538461538463,0.018576,0.6254916604875538,Muy Alto
0.04971429540786309,0.003050562728363854,0.12787692307692308,0.116256,0.29689778121315,Medio
0.03288390805051904,0.21822548645273815,0.04098461538461539,0.002448,0.2945420098878726,Medio
0.28143559082261754,0.11879994609621394,0.03784615384615385,0.08241599999999999,0.5204976907649854,Alto
0.2908831343407665,0.18167688716438665,0.11944615384615384,0.02424,0.6162461753513071,Alto
0.18153696799307523,0.0923535911514214,0.10978461538461538,0.028224,0.41189917452911196,Alto
0.09588146003853834,0.09351738058884694,0.05716923076923077,0.091968,0.338536071396616,Medio
0.21858655037276023,0.16821052326261188,0.12036923076923078,0.039023999999999996,0.5461903044046028,Alto
0.28033073899189664,0.23031311672750354,0.09310769230769231,0.068208,0.6719595480270926,Muy Alto
0.2256891743553195,0.0889099824895586,0.1576,0.07656,0.5487591568448781,Alto
0.1151279007364586,0.2110776987211266,0.07526153846153846,0.033024,0.4344911379191237,Alto
0.32704521535550385,0.07301964190910752,0.1468923076923077,0.097872,0.6448291649569191,Muy Alto
0.4667683506649073,0.09272436704528766,0.02436923076923077,0.082656,0.6665179484794257,Muy Alto
0.18443593763204671,0.16534254378164837,0.032430769230769235,0.063984,0.4461932506444643,Alto
0.019026208995708203,0.16490101667095508,0.15261538461538462,0.10084800000000001,0.4373906102820479,Alto
0.18488996381440995,0.0668537736110433,0.15446153846153846,0.030815999999999996,0.43702127588699174,Alto
0.42774674192830353,0.23649377733507204,0.08486153846153846,0.040847999999999995,0.789950057724914,Muy Alto
0.013070092946013306,0.046159994233422715,0.03175384615384615,0.072912,0.16389593333328217,Bajo
0.21022760484772113,0.003477460782509092,0.14301538461538463,0.018384,0.37510445024561484,Medio
0.06586384372649785,0.21702013119500527,0.0408,0.063264,0.3869479749215031,Alto
0.005626544591625387,0.04912973824098082,0.015138461538461538,0.037776000000000004,0.10767074437106774,Bajo
0.05973639557998079,0.1401706481479562,0.1348923076923077,0.04756799999999999,0.3823673514202447,Medio
0.26452775782438753,0.10765457588282322,0.1168,0.045648,0.5346303337072108,Alto
0.3763043737371571,0.20392008678366066,0.07421538461538461,0.052703999999999994,0.7071438451362023,Muy Alto
0.03123823298893967,0.004538347126983831,0.15735384615384615,0.089952,0.28308242626976965,Medio
0.36706626624725536,0.1326985358431247,0.12387692307692309,0.072912,0.6965537251673031,Muy Alto
0.3902970978770897,0.19385036280200285,0.03113846153846154,0.005376,0.6206619222175542,Alto
0.0981192317723539,0.15841698645352065,0.018707692307692307,0.014159999999999999,0.2894039105335669,Medio
0.054421218172584995,0.05960248988068732,0.12707692307692306,0.112944,0.35404463113019535,Medio
0.013518566255801594,0.04642084983430554,0.1376,0.051407999999999995,0.24894741609010712,Medio
0.028674415944629557,0.1083427501119934,0.05058461538461539,0.022896,0.21049778144123835,Medio
0.17036209217231402,0.05838232934416606,0.03347692307692308,0.09839999999999999,0.36062134459340317,Medio
0.14701638023226551,0.0982791824135067,0.05390769230769231,0.06168,0.3608832549534645,Medio
0.04256462828615346,0.17412784647971238,0.09089230769230769,0.025775999999999997,0.3333607824581736,Medio
0.3741854778875565,0.00879281429660267,0.09218461538461538,0.103536,0.5786989075687745,Alto
0.35880325442354594,0.0927102731261378,0.04184615384615385,0.045168,0.5385276813958376,Alto
0.03235166993730492,0.22348437476406424,0.007076923076923078,0.083328,0.3462409677782923,Medio
0.23761936063563752,0.003679109598615116,0.1299076923076923,0.026015999999999997,0.3972221625419449,Alto
0.004150509930524924,0.1485510542357791,0.03556923076923077,0.09412799999999999,0.28239879493553477,Medio
0.11019348105536009,0.22122050884292815,0.14775384615384615,0.018864,0.4980318360521344,Alto
0.28908550216735446,0.07439813626251061,0.10560000000000001,0.117408,0.5864916384298651,Alto
0.07200093346945731,0.04718128952915983,0.13747692307692308,0.07296,0.3296191460755402,Medio
0.11981097322267394,0.16374197133757826,0.0009846153846153846,0.116256,0.40079355994486754,Alto
0.4419399690374354,0.04928340391266719,0.1521846153846154,0.113088,0.7564959883347179,Muy Alto
0.09375655602121401,0.15771480720577602,0.1264,0.0732,0.45107136322699004,Alto
0.2503190698673173,0.1294089538100354,0.1044923076923077,0.075456,0.5596763313696604,Alto
0.4277838921631826,0.08128399623526436,0.08184615384615385,0.098448,0.6893620422446008,Muy Alto
0.16716178101581353,0.20957085122133887,0.14153846153846153,0.08711999999999999,0.6053910937756138,Alto
0.46081472459049994,0.08491793007508835,0.02953846153846154,0.051024,0.6262951162040498,Muy Alto
0.2301691137484019,0.23585045289668918,0.15587692307692308,0.07752,0.6994164897220142,Muy Alto
0.40592980509591436,0.16046133997340278,0.027384615384615386,0.024144,0.6179197604539324,Alto
0.4309156828366241,0.2306671236747009,0.12824615384615384,0.11352,0.9033489603574788,Muy Alto
0.3811997885308109,0.1507771536024718,0.11021538461538462,0.0348,0.6769923267486673,Muy Alto
0.1706529575921724,0.18104919890690002,0.11009230769230768,0.004896,0.46669046419138016,Alto
0.3881012244732494,0.14854010282067,0.08092307692307692,0.069744,0.6873084042169963,Muy Alto
0.09834582570404123,0.2305259780917571,0.08166153846153847,0.032256,0.4427893422573368,Alto
0.2838977683002573,0.23751562030273007,0.04030769230769231,0.09047999999999999,0.6522010809106796,Muy Alto
0.029204073886055004,0.18777285660291235,0.14104615384615385,0.106896,0.4649190843351212,Alto
0.4281478275472302,0.0769198413739439,0.056676923076923076,0.021935999999999997,0.5836805919980971,Alto
0.3001321799361261,0.1376341708885103,0.06756923076923077,0.11980799999999998,0.6251435815938672,Muy Alto
0.3679693519592946,0.20099203946258246,0.11378461538461539,0.011135999999999998,0.6938820068064925,Muy Alto
0.035204021005229284,0.20808607923578198,0.11107692307692307,0.067824,0.42219102331793434,Alto
0.06008024318661609,0.007355889284444435,0.08603076923076923,0.018431999999999997,0.17189890170182975,Bajo
0.40889024622521586,0.213187937349498,0.06252307692307692,0.012624,0.6972252604977908,Muy Alto
0.2071417196244665,0.169557179499174,0.10190769230769231,0.084336,0.5629425914313329,Alto
0.1467478740509855,0.2010275303325578,0.03267692307692308,0.11481599999999999,0.49526832746046634,Alto
0.2708190098738637,0.11059375724015315,0.06301538461538461,0.0023039999999999996,0.4467321517294014,Alto
0.4426429254271968,0.05829158392425603,0.08732307692307693,0.0096,0.5978575862745298,Alto
0.2835324968962631,0.059315650400606275,0.04276923076923077,0.06911999999999999,0.45473737806610015,Alto
0.2656374588433915,0.17276356489277217,0.13101538461538462,0.072576,0.6419924083515482,Muy Alto
0.01322949128930264,0.171247582082679,0.012861538461538462,0.060719999999999996,0.2580586118335201,Medio
0.2815266431000091,0.14260089351373412,0.029723076923076925,0.070272,0.5241226135368201,Alto
0.30244547939806404,0.2318742838566528,0.07833846153846154,0.111312,0.7239702247931784,Muy Alto
0.4432050071380995,0.16999995762784315,0.0037538461538461536,0.049392,0.6663508109197888,Muy Alto
0.22725918237484954,0.12599824977409665,0.036061538461538464,0.088848,0.4781669706104847,Alto
0.20934391351889506,0.16546614448113,0.08196923076923078,0.06571199999999999,0.5224912887692559,Alto
0.37564195208427825,0.016916168154666626,0.09932307692307692,0.110208,0.6020891971620218,Alto
0.42348003689179425,0.10063562153507129,0.13193846153846153,0.010032,0.6660861199653272,Muy Alto
0.24455200315714423,0.05703973517949818,0.009476923076923077,0.113424,0.42449266141356545,Alto
0.32113919736153684,0.03734518014998899,0.15950769230769232,0.021504,0.5394960698192182,Alto
0.10991438074507313,0.16492028083214405,0.14486153846153846,0.066528,0.48622420003875566,Alto
0.1566619379592184,0.05522765868202565,0.12098461538461538,0.005616,0.33849021202585944,Medio
0.4546374581750191,0.13020298535174377,0.02067692307692308,0.092928,0.698445366603686,Muy Alto
0.06839042910385053,0.11170341795504216,0.033846153846153845,0.030191999999999997,0.24413200090504655,Medio
0.3960625233283246,0.10654165601447782,0.05236923076923077,0.036576,0.5915494101120331,Alto
0.2403629467859391,0.0435093356228133,0.06818461538461539,0.054,0.4060568977933678,Alto
0.03780719557743142,0.13585102609906052,0.1416,0.111888,0.42714622167649197,Alto
0.3878148040361578,0.008355165255435087,0.1385846153846154,0.06340799999999999,0.5981625846762083,Alto
0.3723617362424541,0.05151969318392278,0.13513846153846154,0.087168,0.6461878909648385,Muy Alto
0.3568652282398459,0.05443884634700106,0.023261538461538462,0.007775999999999999,0.44234161304838543,Alto
0.20308895969278798,0.053701519339746935,0.02523076923076923,0.110064,0.39208524826330415,Alto
0.3851547715170684,0.11148011333173295,0.15735384615384615,0.044256000000000004,0.6982447310026475,Muy Alto
0.15980168554355292,0.0023648660212755887,0.1329846153846154,0.094992,0.39014316694944384,Alto
0.02139242523217129,0.062233854666009975,0.07846153846153846,0.045312,0.2073998183597197,Medio
0.11323441467350281,0.22913473404575174,0.12307692307692308,0.038495999999999996,0.5039420717961777,Alto
0.3517106098966111,0.20786881653737305,0.1076923076923077,0.11064,0.7779117341262919,Muy Alto
0.34440444380867163,0.0027638097193457838,0.029661538461538465,0.06408,0.44090979198955593,Alto
0.2250695136787675,0.2257303184222653,0.06990769230769231,0.088032,0.6087395244087251,Alto
0.07178394498730292,0.18397892824421397,0.03661538461538461,0.08107199999999999,0.3734502578469015,Medio
0.2998386313173483,0.017917597035294407,0.08855384615384615,0.054096,0.4604060745064888,Alto
0.06223862500475127,0.189933641466202,0.10387692307692309,0.10982399999999999,0.4658731895478763,Alto
0.3929505725396634,0.22209632583606329,0.019630769230769233,0.10334399999999999,0.7380216676064959,Muy Alto
0.28999191789197226,0.040332578030108535,0.017476923076923077,0.063456,0.41125741899900387,Alto
0.17215198463692313,0.0011383426412631139,0.1577230769230769,0.013392,0.34440540420126314,Medio
0.45643817302322914,0.06654162570989458,0.06184615384615385,0.110544,0.6953699525792776,Muy Alto
0.24266678515550316,0.18597199862652355,0.01833846153846154,0.038928000000000004,0.48590524532048823,Alto
0.30070700125118954,0.20330702375006698,0.12018461538461539,0.019584,0.643782640385872,Muy Alto
0.27974273506114455,0.004534536904837785,0.0904,0.01512,0.38979727196598235,Alto
0.31142438809453243,0.05912703758024691,0.0708923076923077,0.08639999999999999,0.527843733367087,Alto
0.25853166996287436,0.05594315265599579,0.10584615384615384,0.01248,0.43280097646502397,Alto
0.20747215705325053,0.15338827053552134,0.0696,0.012431999999999999,0.4428924275887719,Alto
0.08235968198683515,0.05299648410694699,0.08301538461538462,0.022896,0.24126755070916675,Medio
0.19055798247930522,0.0012907293354147895,0.08233846153846154,0.010704,0.28489117335318154,Medio
0.14882166047714834,0.11364688968154257,0.08215384615384615,0.077232,0.42185439631253707,Alto
0.025344811438527317,0.12968077909706627,0.01956923076923077,0.007104,0.18169882130482434,Bajo
0.1395300696626657,0.027368956375953678,0.11944615384615384,0.10540799999999999,0.39175317988477326,Alto
0.09979680520163743,0.14849979649007505,0.02043076923076923,0.078816,0.3475433709224817,Medio
0.2914814030687147,0.15947034132402468,0.09101538461538462,0.020352,0.562319129008124,Alto
0.2821751657145286,0.12955414315714403,0.020307692307692308,0.032735999999999994,0.46477300117936493,Alto
0.045350358462195636,0.0078118578429316465,0.13138461538461538,0.07022400000000001,0.2547708316897427,Medio
0.41548699418804824,0.05074043528375016,0.13507692307692307,0.046032,0.6473363525487215,Muy Alto
0.07630931711170552,0.0016818613668747161,0.01230769230769231,0.05039999999999999,0.14069887078627255,Bajo
0.35983318518618956,0.10444766565911184,0.0987076923076923,0.109008,0.6719965431529937,Muy Alto
0.34803451207287694,0.06084737609305576,0.10344615384615384,0.033839999999999995,0.5461680420120865,Alto
0.44732421819354656,0.015586830077596484,0.045476923076923075,0.027216,0.5356039713480661,Alto
0.24686474100434022,0.19799867604960572,0.04430769230769231,0.094896,0.5840671093616383,Alto
0.2755347230404659,0.04261827029155106,0.002953846153846154,0.029088,0.3501948394858631,Medio
0.2816218824565341,0.02455097002254173,0.02566153846153846,0.10540799999999999,0.4372423909406143,Alto
0.18933287321306913,0.09580672742949768,0.08849230769230769,0.09815999999999998,0.4717919083348745,Alto
0.15204687835461372,0.10947177513397288,0.13538461538461538,0.0018239999999999999,0.398727268873202,Alto
0.1334633542322149,0.003702176004999785,0.048,0.115344,0.30050953023721466,Medio
0.4122494079546333,0.18854734780332302,0.05138461538461539,0.058559999999999994,0.7107413711425716,Muy Alto
0.18881167900971588,0.22377170689614082,0.09993846153846153,0.004032,0.5165538474443183,Alto
0.23782184972930429,0.13211488438960609,0.04953846153846154,0.051983999999999995,0.4714591956573719,Alto
0.04123885149205574,0.2193688949134539,0.03987692307692308,0.06004799999999999,0.36053266948243273,Medio
0.08786988543253574,0.13104684810213024,0.028184615384615388,0.0732,0.32030134891928136,Medio
0.0022209191681162445,0.06695759099396759,0.06190769230769231,0.011232,0.14231820246977614,Bajo
0.14009792494236148,0.20782110966639056,0.053292307692307694,0.109968,0.5111793423010598,Alto
0.4609041511090784,0.17228216267672714,0.057046153846153844,0.046416,0.7366484676319595,Muy Alto
0.47805400337688264,0.1222592758729204,0.14572307692307693,0.104016,0.85005235617288,Muy Alto
0.3324881522452957,0.03780578050312579,0.002030769230769231,0.07387200000000001,0.4461967019791907,Alto
0.45661971659204326,0.1800499726879521,0.13710769230769232,0.094512,0.8682893815876876,Muy Alto
0.38701033758930153,0.025268674126197585,0.14,0.042768,0.5950470117154992,Alto
0.12960966434315144,0.1972545566493991,0.10430769230769231,0.005808,0.43697991330024283,Alto
0.10922331891241871,0.012799729048888901,0.07489230769230769,0.013488,0.2104033556536153,Medio
0.3264339516283821,0.07316850616414088,0.1236923076923077,0.09211199999999999,0.6154067654848306,Alto
0.4705512154229286,0.010510803983973232,0.1396923076923077,0.0612,0.6819543270992096,Muy Alto
0.0863709279670932,0.14619969918853776,0.0408,0.003408,0.276778627155631,Medio
0.3344630209390743,0.23325312263502482,0.033661538461538465,0.078096,0.6794736820356375,Muy Alto
0.2088783856163776,0.12954831705270906,0.014953846153846153,0.000768,0.3541485488229328,Medio
0.44807576194469273,0.022613463057186017,0.033661538461538465,0.07747199999999999,0.5818227634634172,Alto
0.22470393705522418,0.21465586271165407,0.0248,0.022032,0.4861917997668782,Alto
0.2882044540396116,0.002438887453743098,0.002953846153846154,0.044879999999999996,0.3384771876472008,Medio
0.44064750671700004,0.033998460420043765,0.08486153846153846,0.004175999999999999,0.5636835055985823,Alto
0.2834996353382787,0.18012711613598498,0.1382153846153846,0.062496,0.6643381360896483,Muy Alto
0.18241260513889507,0.20512107187215511,0.07366153846153846,0.028512,0.4897072154725886,Alto
0.08908866066852912,0.05493685890312866,0.0020923076923076924,0.037343999999999995,0.18346182726396545,Bajo
0.30933527767640084,0.20336426115824566,0.025046153846153846,0.11913599999999999,0.6568816926808003,Muy Alto
0.24664420795066772,0.10497402014338011,0.10972307692307692,0.04574399999999999,0.5070853050171248,Alto
0.21639247811844267,0.09682539007994431,0.09286153846153847,0.051744,0.4578234066599255,Alto
0.13160473191904254,0.009300887694122718,0.026584615384615384,0.051744,0.2192342349977806,Medio
0.39136608022726443,0.18672400680543466,0.14412307692307694,0.053424,0.775637163955776,Muy Alto
0.4497773128770086,0.008390355969082794,0.051076923076923075,0.054863999999999996,0.5641085919230144,Alto
0.40524174110209327,0.032868533257217405,0.1217846153846154,0.075888,0.635782889743926,Muy Alto
0.1433088890222143,0.23839817903692906,0.04689230769230769,0.107904,0.536503375751451,Alto
0.15519070487343303,0.12618195564955434,0.014030769230769232,0.09508799999999999,0.3904914297537566,Alto
0.4508219799424884,0.18970935577219056,0.15335384615384615,0.108624,0.9025091818685251,Muy Alto
0.3273666332321893,0.008479804402958984,0.15403076923076925,0.089856,0.5797332068659176,Alto
0.3824640098888254,0.13480239112816125,0.10104615384615384,0.06945599999999999,0.6877685548631405,Muy Alto
0.27943429865901,0.07417754059573625,0.05033846153846154,0.106272,0.5102223007932079,Alto
0.07079613203418636,0.0411023940381207,0.05735384615384615,0.038543999999999995,0.20779637222615321,Medio
0.29679346856081595,0.06738133273235095,0.052000000000000005,0.047807999999999996,0.46398280129316694,Alto
0.08017612751500316,0.14575199370464806,0.12504615384615383,0.026736,0.377710275065805,Medio
0.4422304457734373,0.06839046076574826,0.04609230769230769,0.035472,0.5921852142314932,Alto
0.4207384409837689,0.085586047840017,0.13772307692307692,0.063552,0.7075995657468628,Muy Alto
0.42404185801576794,0.22871625701169893,0.10732307692307692,0.02256,0.7826411919505438,Muy Alto
0.30485068510132723,0.20518958715905952,0.047753846153846154,0.06705599999999999,0.6248501184142329,Muy Alto
0.4451120055955032,0.1803939539524319,0.15550769230769232,0.071904,0.8529176518556274,Muy Alto
0.3950026688286689,0.07461125490498509,0.14806153846153847,0.060816,0.6784914621951925,Muy Alto
0.251551762304844,0.04125609654918003,0.1076923076923077,0.039168,0.43966816654633173,Alto
0.09612271181834818,0.21264246368385473,0.11698461538461538,0.064704,0.4904537908868183,Alto
0.15201618254072935,0.13658684303986576,0.10116923076923078,0.117552,0.5073242563498259,Alto
0.4087389011923543,0.0703604511425135,0.09046153846153847,0.001488,0.5710488907964063,Alto
0.10513880935093418,0.1431611609315834,0.15784615384615386,0.114912,0.5210581241286715,Alto
0.2962497812978022,0.009896447768267182,0.08067692307692308,0.084768,0.4715911521429925,Alto
0.47903583745869366,0.13182110668015487,0.04276923076923077,0.067008,0.7206341749080792,Muy Alto
0.45607291079673007,0.032520413182402404,0.09058461538461537,0.048768,0.6279459393637479,Muy Alto
0.19846332166616923,0.07444486431409764,0.06572307692307693,0.032063999999999995,0.3706952629033438,Medio
0.08417060157478579,0.11071513984116249,0.11593846153846155,0.030191999999999997,0.3410162029544098,Medio
0.39452166062056604,0.01887704301693374,0.10400000000000001,0.117552,0.6349507036374997,Muy Alto
0.4158560240241342,0.06784581871962374,0.11298461538461538,0.04704,0.6437264581283733,Muy Alto
0.22540548399635663,0.08003980897653823,0.03550769230769231,0.10636799999999999,0.44732098528058717,Alto
0.09476579912579662,0.03198729211592989,0.054400000000000004,0.016416,0.1975690912417265,Medio
0.06063199155845308,0.015174039349842188,0.017538461538461537,0.093696,0.1870404924467568,Bajo
0.4740763794796541,0.2321778261440891,0.10436923076923077,0.000192,0.8108154363929739,Muy Alto
0.02732219349569411,0.16532365541850522,0.016369230769230768,0.043344,0.25235907968343013,Medio
0.46842142954817473,0.011691360889142903,0.09193846153846154,0.07478399999999999,0.6468352519757792,Muy Alto
0.3317249076906104,0.09795569434357523,0.03021538461538462,0.018288,0.4781839866495703,Alto
0.10848480180535396,0.10335516736802883,0.15507692307692308,0.076608,0.4435248922503059,Alto
0.04999073746881777,0.019566783540390747,0.0584,0.038928000000000004,0.1668855210092085,Bajo
0.39194967026711713,0.23398269724746376,0.07963076923076924,0.016848,0.7224111367453502,Muy Alto
0.001010329846930932,0.23342355708099444,0.025292307692307694,0.11903999999999999,0.37876619462023303,Medio
0.38301499072104805,0.07702363524923457,0.15335384615384615,0.10449599999999999,0.7178884721241288,Muy Alto
0.43759645703270317,0.05831048860364221,0.10375384615384615,0.090096,0.6897567917901916,Muy Alto
0.13172914101895364,0.22612117368473944,0.03987692307692308,0.108576,0.5063032377806163,Alto
0.33588916664313145,0.049408462454772414,0.03963076923076923,0.081744,0.5066723983286732,Alto
0.41839198216137313,0.019451465516696614,0.07981538461538461,0.10732799999999999,0.6249868322934543,Muy Alto
0.17797924447787283,0.07505373558956024,0.10110769230769232,0.109968,0.4641086723751254,Alto
0.25757794927254973,0.07605204931214064,0.06812307692307693,0.083952,0.4857050755077673,Alto
0.20774068734232673,0.18838481718892275,0.013600000000000001,0.0996,0.5093255045312495,Alto
0.47720243811541646,0.0374922737434242,0.09452307692307693,0.02064,0.6298577887819176,Muy Alto
0.42653080675272054,0.04907755647274063,0.0152,0.03072,0.5215283632254611,Alto
0.20525360431166317,0.22483574538701306,0.002276923076923077,0.031824,0.4641902727755993,Alto
0.09023792425381924,0.14822371425907918,0.045476923076923075,0.071232,0.3551705615898215,Medio
0.07369675392335265,0.1540864737422963,0.07021538461538461,0.100368,0.3983666122810336,Alto
0.19357721920135404,0.23830344568285153,0.041538461538461545,0.029328,0.5027471264226671,Alto
0.12768045558282579,0.1702245767169948,0.0740923076923077,0.10175999999999999,0.4737573399921282,Alto
0.11069033035046151,0.12494630331973282,0.1468923076923077,0.028943999999999998,0.411472941362502,Alto
0.23966118021380087,0.04021186399769043,0.0073230769230769235,0.015936,0.3031321211345682,Medio
0.24313509579340664,0.04279683519297125,0.04929230769230769,0.006192,0.34141623867868554,Medio
0.08325442441516696,0.03304261966255681,0.09273846153846155,0.0348,0.24383550561618533,Medio
0.08575173841569293,0.192362526181348,0.08270769230769232,0.018095999999999998,0.37891795690473323,Medio
0.3473636106545203,0.17463132499249404,0.08898461538461538,0.046703999999999996,0.6576835510316298,Muy Alto
0.0882692640088631,0.14185582675644806,0.001723076923076923,0.073296,0.3051441676883881,Medio
0.36483059684984664,0.2028482222911454,0.13883076923076923,0.09312,0.7996295883717612,Muy Alto
0.21469836748007964,0.22095503881591635,0.002584615384615385,0.09863999999999999,0.5368780216806114,Alto
0.426135529596243,0.17762053892537,0.11403076923076924,0.021359999999999997,0.7391468377523823,Muy Alto
0.008698593478471621,0.2118917391806578,0.06381538461538462,0.024144,0.308549717274514,Medio
0.09322202554295807,0.12874257625032,0.03335384615384615,0.015744,0.2710624479471242,Medio
0.269687642083348,0.08978807176188794,0.11335384615384615,0.013104,0.48593355999908205,Alto
0.164350520278519,0.10928700048036438,0.15064615384615385,0.05568,0.47996367460503725,Alto
0.11803855333017321,0.020251451176045737,0.07421538461538461,0.101328,0.3138333891216035,Medio
0.3570127575049953,0.15149014412170095,0.12350769230769232,0.03744,0.6694505939343885,Muy Alto
0.05989619814589399,0.09181057211503928,0.07489230769230769,0.003456,0.23005507795324096,Medio
0.4262155616477125,0.21478953714416166,0.04590769230769231,0.041616,0.7285287910995665,Muy Alto
0.16791139289451637,0.006517240046097925,0.1348923076923077,0.027455999999999998,0.33677694063292196,Medio
0.2368061256230094,0.12296767533118128,0.022646153846153844,0.038543999999999995,0.42096395480034454,Alto
0.051350151151920514,0.09127849126478811,0.06750769230769231,0.092544,0.302680334724401,Medio
0.20916553594449824,0.1241355524261365,0.05913846153846154,0.09676799999999999,0.4892075499090963,Alto
0.43459786480632556,0.0320351451802634,0.07538461538461538,0.07699199999999999,0.6190096253712043,Alto
0.4040730308493129,0.05356897287359777,0.15144615384615384,0.011616,0.6207041575690645,Alto
0.3439950515479951,0.1545537457591105,0.1395076923076923,0.09163199999999999,0.7296884896147979,Muy Alto
0.11313121275841748,0.12155195118638126,0.00012307692307692307,0.09384,0.32864624086787564,Medio
0.2029972977546726,0.002426792319368337,0.005784615384615385,0.076944,0.28815270545865634,Medio
0.055659548637790775,0.18625257567130002,0.019076923076923078,0.098544,0.3595330473860139,Medio
0.0025445787042291854,0.08303500467952628,0.05058461538461539,0.013055999999999998,0.14922019876837084,Bajo
0.039569567028398214,0.016191460356658544,0.10966153846153846,0.033600000000000005,0.19902256584659522,Medio
0.09139066153272418,0.11724286350742007,0.0,0.02592,0.23455352504014426,Medio
0.460948324492108,0.10590201013756993,0.029046153846153847,0.022656,0.6185524884758318,Alto
0.43917987775126927,0.22831513754107066,0.04030769230769231,0.018864,0.7266667076000322,Muy Alto
0.41677035802819307,0.15691019442069593,0.06086153846153846,0.09528,0.7298220909104275,Muy Alto
0.28642321503516505,0.10198646642149653,0.09686153846153847,0.077232,0.5625032199182,Alto
0.17806185213783846,0.11220313855933998,0.033846153846153845,0.08275199999999999,0.4068631445433323,Alto
0.15605024260117273,0.019980638762178534,0.12215384615384615,0.04728,0.3454647275171974,Medio
0.1889786694185708,0.14906592713900862,0.10603076923076923,0.093456,0.5375313657883487,Alto
0.3172991245191324,0.022687292263697735,0.018153846153846156,0.050544,0.40868426293667626,Alto
0.3481524952055202,0.23912436330256617,0.12664615384615385,0.049392,0.7633150123542403,Muy Alto
0.40596467994849555,0.09900346565182112,0.054523076923076924,0.03792,0.5974112225233935,Alto
0.1956222188365432,0.08044213578095426,0.13864615384615386,0.08711999999999999,0.5018305084636513,Alto
0.21882014544493664,0.13904803079973724,0.06283076923076923,0.036048,0.45674694547544314,Alto
0.28833596734796546,0.08415360133161025,0.11046153846153846,0.057312,0.5402631071411141,Alto
0.2229886979089805,0.029368771183897538,0.12806153846153845,0.115536,0.49595500755441646,Alto
0.1977737974944577,0.0788193687408013,0.07286153846153846,0.069984,0.41943870469679745,Alto
0.05477689311912667,0.04472974751031796,0.12535384615384615,0.036863999999999994,0.2617244867832908,Medio
0.37398431671852417,0.022539631907077626,0.055999999999999994,0.012192,0.4647159486256018,Alto
0.41185825526721587,0.060378223045397784,0.0844923076923077,0.029568,0.5862967860049214,Alto
0.3945607637656862,0.19779977269857768,0.036123076923076924,0.067344,0.6958276133873408,Muy Alto
